ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_192	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA	100	100	100	100	100	100	98
Seq_193	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA	NA	100	100	100	100	100	100	100
Seq_194	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA	100	100	100	100	100	61	61
Seq_195	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	NA	100	100	100	100	100	100	100
Seq_196	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	99	99	99	99	83	83
Seq_197	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	NA	100	100	100	100	100	90	90
Seq_198	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parasanguinis	100	100	100	100	100	100	66
Seq_199	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	98	61
Seq_200	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA	100	100	100	100	100	100	37
Seq_201	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	NA	100	100	100	100	100	99	99
Seq_202	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	NA	NA	100	100	100	99	87	87	87
Seq_203	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	100	100	53	53
Seq_204	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	NA	100	100	100	100	100	61	61
Seq_205	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA	100	100	100	100	100	88	88
Seq_206	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	NA	NA	100	72	69	66	39	39	38
Seq_207	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	NA	99	99	99	95	95	64	64
Seq_208	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	NA	100	100	100	100	100	71	52
Seq_209	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus	silvanus	100	100	100	100	100	100	100
Seq_210	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	NA	100	100	100	100	100	100	100
Seq_211	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	NA	100	100	100	100	100	100	100
Seq_212	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	NA	100	100	100	100	99	99	99
Seq_213	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA	NA	100	100	100	100	100	100	100
Seq_214	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	100	100	100	100	100	98	98
Seq_215	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	putida	100	100	100	100	100	100	54
Seq_216	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	diminuta	100	100	100	100	100	100	100
Seq_217	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia	NA	100	100	100	100	100	99	98
Seq_218	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA	100	100	100	100	100	100	100
Seq_219	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	lactis	100	100	100	100	100	100	75
Seq_220	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	ventosae	100	100	100	100	100	99	85
Seq_221	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA	NA	100	100	100	88	88	88	88
Seq_222	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA	100	100	100	99	97	65	59
Seq_223	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	99	94	94	94	94	53	53
Seq_224	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ursingii	100	100	100	100	100	100	98
Seq_225	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	NA	100	100	100	100	100	100	100
Seq_226	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	yeei	100	100	100	100	100	99	98
Seq_227	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	scotoductus	100	100	100	100	100	100	100
Seq_228	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	100	100	16
Seq_229	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	thermoleovorans	100	100	100	100	100	98	98
Seq_230	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA	NA	100	100	100	100	100	100	100
Seq_231	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	NA	100	100	100	100	100	96	83
Seq_232	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA	NA	100	100	100	99	95	95	95
Seq_233	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	qilianensis	100	100	100	100	100	100	52
Seq_234	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	veronii	100	100	100	100	100	100	91
Seq_235	Bacteria	NA	NA	NA	NA	NA	NA	100	45	44	44	44	44	44
Seq_236	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	koreensis	100	100	100	100	100	71	51
Seq_237	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA	100	100	100	100	100	83	38
Seq_238	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	gudaonensis	100	100	100	100	100	100	58
Seq_239	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA	100	76	68	68	68	68	68
Seq_240	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	glaciei	100	100	100	100	100	100	55
Seq_241	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	adhaesivum	100	100	100	100	100	100	65
Seq_242	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	hispanicum	100	100	100	100	100	100	84
Seq_243	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA	100	100	99	99	99	99	99
Seq_244	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	NA	100	100	100	100	100	100	97
Seq_245	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	svalbardensis	100	100	100	100	100	98	67
Seq_246	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	agilis	100	100	100	100	100	100	96
Seq_247	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	100	100	100	100	100	100
Seq_248	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylophilus	NA	100	100	100	100	100	100	100
Seq_249	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	alpinus	100	100	100	100	100	85	57
Seq_250	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	acnes	100	100	100	100	100	100	100
Seq_251	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	hohokamensis	100	100	100	100	100	100	73
Seq_252	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	NA	100	100	100	100	99	64	64
Seq_253	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA	NA	100	100	100	100	100	100	100
Seq_254	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	NA	100	100	100	100	100	78	78
Seq_255	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	NA	NA	100	86	86	82	44	44	41
Seq_256	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	frigidaquae	100	100	100	100	100	100	93
Seq_257	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium	humiphilum	100	100	100	100	100	98	61
Seq_258	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	100	100	100	100	99	99
Seq_259	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	100	100	100	100	100	39	39
Seq_260	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA	100	100	100	100	100	100	100
Seq_261	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	99	99	99	99	99	99
Seq_262	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	NA	100	100	100	100	100	100	98
Seq_263	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	99	99	99	99	99	99
Seq_264	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	100	100	100	100	100	91	83
Seq_265	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	100	87	84	84	82	82	82
Seq_266	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	NA	100	100	100	100	100	83	83
Seq_267	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA	100	100	100	100	100	100	100
Seq_268	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	98	98	95	95	95	95
Seq_269	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	NA	100	100	100	100	100	100	100
Seq_270	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Finegoldia	NA	NA	100	100	100	100	100	100	100
Seq_271	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	derwentensis	100	100	100	100	100	100	100
Seq_272	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	NA	100	100	100	100	100	79	78
Seq_273	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	NA	100	100	100	100	100	100	100
Seq_274	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	100	100	44
Seq_275	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	coyleae	100	100	100	100	100	100	57
Seq_276	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	NA	100	100	100	100	100	100	100
Seq_277	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	NA	100	100	100	100	100	99	90
Seq_278	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	vesicularis	100	100	100	100	100	100	100
Seq_279	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	NA	100	100	100	100	100	98	98
Seq_280	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	taiwanensis	100	100	100	100	100	100	100
Seq_281	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	100	100	100	100	100	100	100
Seq_282	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	palustris	100	100	100	100	100	100	100
Seq_283	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	100	100	100	100	95	95
Seq_284	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA	100	100	100	100	97	46	43
Seq_285	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	salmonicida	100	100	100	100	100	100	94
Seq_286	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA	100	100	100	100	100	100	100
Seq_287	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	NA	100	100	100	100	100	85	48
Seq_288	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	NA	100	100	100	100	100	95	26
Seq_289	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	100	100	100	100	100	41	31
Seq_290	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	47
Seq_291	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Methyloversatilis	NA	100	100	100	100	100	99	99
Seq_292	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	NA	100	100	100	96	89	81	20
Seq_293	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	100	100	100	100	100	89	89
Seq_294	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiales Incertae Sedis	Motilibacter	NA	100	100	100	99	99	99	99
Seq_295	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	soldanellicola	100	100	100	100	100	100	83
Seq_296	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	NA	NA	100	100	100	100	100	47	46
Seq_297	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Frondihabitans	NA	100	100	100	100	100	72	72
Seq_298	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	aquatica	100	100	100	100	99	93	75
Seq_299	Bacteria	Firmicutes	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiraptoraceae	Caldicellulosiruptor	NA	100	100	100	100	100	100	42
Seq_300	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	NA	NA	100	100	100	98	98	37	37
Seq_301	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	100	100	100	100	100	94	94
Seq_302	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	100	100	100	100	98	98
Seq_303	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	ureicelerivorans	100	100	100	100	100	100	94
Seq_304	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	koreensis	100	100	100	100	100	59	50
Seq_305	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	100	100	100
Seq_306	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingoaurantiacus	NA	100	100	100	100	100	93	93
Seq_307	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA	NA	100	100	100	97	73	72	72
Seq_308	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	NA	100	100	100	100	100	100	100
Seq_309	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	40
Seq_310	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA	100	100	100	100	100	100	100
Seq_311	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	utsteinense	100	100	100	100	100	100	98
Seq_312	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingoaurantiacus	NA	100	100	100	100	100	96	96
Seq_313	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Brochothrix	thermosphacta	100	100	100	100	100	100	100
Seq_314	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_315	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	NA	100	100	100	100	100	96	73
Seq_316	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	friuliensis	100	100	100	100	100	97	95
Seq_317	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA	100	97	93	90	74	74	74
Seq_318	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	NA	100	100	100	100	100	72	72
Seq_319	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA	100	100	100	100	100	100	100
Seq_320	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	stutzeri	100	100	100	100	100	100	76
Seq_321	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	xylanexedens	100	100	100	100	100	100	100
Seq_322	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	NA	100	100	100	100	98	98	98
Seq_323	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA	100	100	100	100	100	100	100
Seq_324	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	100	100	100	100	100	96	80
Seq_325	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	100	100	100	100	100
Seq_326	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Dermacoccus	NA	100	100	100	100	96	93	63
Seq_327	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	pittmaniae	100	100	100	100	100	78	73
Seq_328	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	100	100	100	100	100	100	100
Seq_329	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA	100	100	100	100	100	100	100
Seq_330	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	perflava	100	100	100	100	100	100	97
Seq_331	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	NA	100	100	100	100	100	52	52
Seq_332	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	NA	100	100	100	100	99	97	82
Seq_333	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	NA	100	100	100	100	100	89	89
Seq_334	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema CCAP 1459-11B	NA	100	100	100	100	100	100	100
Seq_335	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	97	79	75	75
Seq_336	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	100	100	100	100	100	95	95
Seq_337	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	NA	NA	100	100	100	99	99	48	48
Seq_338	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	86	27
Seq_339	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA	100	100	100	100	100	100	100
Seq_340	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloronema	NA	100	100	100	100	100	100	100
Seq_341	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA	NA	100	96	91	75	75	75	75
Seq_342	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	61	44	44
Seq_343	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paeniglutamicibacter	NA	100	100	100	100	100	92	90
Seq_344	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	NA	NA	100	65	65	63	45	45	43
Seq_345	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	NA	100	100	100	100	100	100	70
Seq_346	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA	NA	100	100	100	98	96	96	96
Seq_347	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	NA	100	100	100	100	100	92	92
Seq_348	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	100	100	100	100	100	33	25
Seq_349	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	NA	NA	100	100	100	100	100	85	85
Seq_350	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA	100	100	100	100	100	53	53
Seq_351	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	98	74
Seq_352	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA	NA	100	100	100	98	98	98	98
Seq_353	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	NA	100	100	100	100	100	100	100
Seq_354	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingoaurantiacus	NA	100	100	100	100	100	94	94
Seq_355	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	NA	100	100	100	100	100	96	96
Seq_356	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	87	87	86	54	54	54
Seq_357	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	humicus	100	100	100	100	100	100	95
Seq_358	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA	100	100	100	100	100	100	100
Seq_359	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Conchiformibius	kuhniae	100	100	100	100	100	99	99
Seq_360	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	kaistensis	100	100	100	100	100	100	59
Seq_361	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	100	100	100	100	100	100	74
Seq_362	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	thermophilus	100	100	100	100	100	100	100
Seq_363	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	NA	100	100	100	100	100	100	100
Seq_364	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	42
Seq_365	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	NA	100	100	100	100	100	68	68
Seq_366	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	NA	100	100	100	100	100	91	41
Seq_367	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA	NA	100	100	100	99	67	67	67
Seq_368	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA	NA	100	100	100	100	100	100	100
Seq_369	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA	100	100	100	100	100	100	100
Seq_370	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	jeotgali	100	100	100	100	100	100	85
Seq_371	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sakei	100	100	100	100	100	100	100
Seq_372	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerococcus	NA	NA	100	100	100	100	100	100	100
Seq_373	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	NA	100	100	100	100	82	78	77
Seq_374	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA	100	100	100	100	100	100	100
Seq_375	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA	NA	100	100	100	100	96	96	96
